id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
1,0.005726418,0.029993972,0.0055980324,0.7338194,0.013273826,0.092143714,0.017064637,0.012588476,0.07006408,0.019727431
2,0.0005271247,0.97552913,1.3757372e-08,1.5103187e-07,2.8136927e-07,1.08204745e-07,2.493853e-08,3.9658072e-08,0.018445762,0.00549745
3,0.18989637,0.44161427,0.013023391,0.011732974,0.0009432674,0.0039305263,0.010443115,0.006008399,0.259368,0.063039616
4,0.5417698,0.0021245591,0.00011167684,6.517411e-06,8.0615855e-06,1.4252015e-05,5.0465484e-08,1.8233115e-06,0.4550464,0.0009168948
5,6.163034e-08,4.8961515e-06,0.009972821,0.00034236567,0.00483854,2.7236276e-06,0.98480844,1.2375703e-08,3.360794e-08,3.017403e-05
6,3.7124675e-05,0.0014312156,0.0034188966,0.024615847,0.003203315,0.32913816,0.6351511,0.00057075755,0.00059375097,0.001839889
7,1.0241583e-05,0.91460353,1.702459e-05,0.0002586859,2.7343368e-08,5.0041486e-05,1.87933e-05,1.5819947e-05,1.9289786e-05,0.08500666
8,0.0034486335,0.0013024741,0.18003157,0.09870522,0.05438744,0.012484633,0.62819594,0.0079646865,0.0019965975,0.011482861
9,0.0007038245,0.00024745957,0.08059918,0.36298156,0.15638556,0.08204146,0.26760638,0.047016654,0.00019151284,0.002226481
10,0.0072600488,0.67451614,0.00023990373,0.00037245644,0.00026512286,5.324302e-05,0.004738521,0.0002493943,0.006626062,0.305679
11,0.080450386,0.0037014168,0.00952188,0.0063067097,0.5249533,0.004491127,0.00017402184,0.15493363,0.18073672,0.034730762
12,3.654001e-07,7.254548e-06,3.2106946e-09,6.237332e-11,2.1013859e-11,3.574658e-12,3.4046168e-13,5.016498e-10,6.0362476e-07,0.9999918
13,3.1036914e-05,6.439645e-05,0.005952093,0.34227026,0.048948493,0.55186266,0.010982271,0.039741345,0.00011035383,3.709623e-05
14,1.0270002e-10,2.4918767e-11,4.8954416e-07,8.811966e-08,8.585219e-06,2.36163e-05,1.2070644e-09,0.9999672,7.499069e-09,6.546933e-09
15,1.2699452e-06,0.00082951615,3.3255654e-09,2.4096453e-08,2.7332395e-10,3.7263095e-10,1.3750932e-10,1.395322e-08,1.0639162e-06,0.99916816
16,0.007117678,0.00038785007,0.00017175636,0.0012053695,0.0008851261,1.7191393e-05,0.022895614,2.1329424e-06,0.9670469,0.00027028852
17,6.3389154e-05,0.00029638558,0.0047383467,0.23452292,0.0009123904,0.7454004,0.011835692,0.0017055512,0.00032912544,0.00019578225
18,0.044521414,0.020158075,0.112914525,0.1358144,0.046002947,0.12877038,0.008695821,0.23258494,0.015459725,0.2550778
19,0.00024999838,0.0044021104,1.4428077e-08,8.738933e-08,5.7497647e-09,4.1030623e-09,8.050636e-08,8.094556e-10,0.983996,0.011351789
20,9.574948e-07,0.00036965054,2.471777e-05,1.5070138e-05,5.540416e-06,4.1724406e-06,0.9995388,1.2440681e-06,1.7434656e-06,3.8101807e-05
21,0.00034047253,0.0036577112,0.00048160204,0.0017764885,0.09425352,0.006346906,9.803813e-05,0.8652009,0.0011388159,0.026705666
22,0.6690513,4.7931945e-07,0.33073774,0.00017998865,7.0293886e-06,3.087912e-07,2.2594037e-05,1.1986443e-08,4.5230263e-07,1.092121e-07
23,0.10446062,3.641269e-05,0.039190844,0.011831876,0.6394517,0.00033648338,0.00084966625,0.0007344922,0.20271188,0.00039613873
24,1.7298689e-07,0.00020272756,3.4099315e-10,2.0565006e-11,8.656395e-14,9.094923e-13,2.218821e-14,2.0041097e-10,2.500781e-10,0.99979717
25,0.0018254503,1.0466641e-05,0.107061945,0.08161857,0.5605567,0.23076318,0.0007911062,0.017163847,0.000121906465,8.6932225e-05
26,0.0020956937,0.00048196677,0.83642805,0.013020999,0.056285944,0.006105436,0.07502835,0.0017019275,0.0003698918,0.008481519
27,0.020949572,0.00044811363,0.037884604,0.07036276,0.70781726,0.07202165,0.017480893,0.06943602,0.00052982377,0.0030692432
28,0.96210665,0.00016560637,0.010030851,0.0015478666,0.00055310316,0.00014582176,0.022525452,0.0009512985,0.00030741785,0.0016660063
29,0.002607941,0.20945007,8.753725e-05,0.00031203977,5.028438e-05,0.00015568145,1.477466e-05,0.0010356028,0.00025819056,0.78602785
30,2.7020087e-06,2.3922082e-06,0.0035821055,0.00014023893,0.0002550053,8.9747096e-05,0.99591225,1.3039141e-05,5.854514e-07,1.944414e-06
31,0.00028610497,0.00018612466,0.4552414,0.013475255,0.0009746735,0.00065526034,0.5223078,0.00016095731,0.00015807971,0.0065542473
32,4.8326485e-05,2.9633416e-06,0.01444033,0.09356551,0.014150439,0.87361634,0.0007830452,0.0032848537,9.145925e-05,1.6715894e-05
33,0.0053303214,2.5580039e-05,0.61245936,0.03778208,0.28645727,0.0016609691,0.045115616,0.010662102,0.00038254182,0.00012408152
34,0.0010963014,0.00041987665,0.02321079,0.45185706,0.032493915,0.39263162,0.0946453,0.0023949682,0.0003214888,0.00092869066
35,0.00012217707,4.017151e-05,1.9372115e-07,2.4787713e-07,3.4239857e-08,3.745566e-08,8.569782e-11,1.4318698e-06,1.3931857e-05,0.99982184
36,0.0029952875,0.16252834,0.0017359963,0.0073212106,7.3095766e-06,0.00021417768,0.00097588764,0.00042951715,0.12854062,0.6952517
37,0.00010745047,4.663182e-06,0.0007442923,0.005821531,0.18176332,0.012568837,0.0013074739,0.7976099,1.1198411e-05,6.1332306e-05
38,0.008442266,0.99079263,9.001089e-09,2.0682721e-08,1.3578257e-10,5.4291878e-09,1.8190303e-11,1.3176034e-06,4.619878e-06,0.0007591742
39,1.3515328e-05,0.0003990946,3.9824552e-10,6.942889e-12,2.1643366e-13,2.4213786e-12,3.5375382e-14,3.331325e-11,2.9591666e-07,0.9995871
40,8.830539e-08,0.0003529113,6.6679427e-06,0.008194357,9.633784e-06,0.99023217,5.7291654e-05,3.7663187e-05,1.18474745e-05,0.0010974827
41,0.32259494,0.11958545,0.021639397,0.021103246,0.13720454,0.013648812,0.0053418814,0.15721938,0.0073990445,0.19426323
42,6.9123653e-06,1.3887239e-05,7.4384276e-05,1.48587615e-05,2.5123026e-07,6.5394297e-06,0.99987185,3.2255187e-07,5.031606e-06,5.978127e-06
43,9.080715e-06,1.781233e-06,0.0032252844,0.1473125,0.03829751,0.62887,0.001206758,0.18104975,3.2235482e-06,2.4134388e-05
44,1.1553599e-05,0.001999071,0.000105220744,0.0019230903,1.3767043e-05,8.536408e-05,0.9836504,2.7018477e-06,0.012162862,4.5998153e-05
45,0.38528088,0.11044927,0.013737801,0.0010123284,0.023374839,0.0064412835,0.0011940225,0.0016661037,0.3976837,0.05915974
46,2.2969474e-05,0.0018097017,8.520491e-09,3.3948845e-07,7.294286e-10,1.3493085e-08,1.7998211e-09,2.6481305e-07,7.967016e-06,0.99815875
47,0.0009705242,0.00025674453,0.06903169,0.16418272,0.62993306,0.026705585,0.08613583,0.02197734,0.00027502904,0.0005315113
48,0.08758761,0.048544973,0.020486923,0.062376548,0.021653885,0.008247286,0.0015059477,0.043077752,0.23590481,0.4706143
49,5.5030685e-12,5.529303e-14,4.347409e-09,6.339856e-08,0.012723867,0.00013474541,2.3034305e-11,0.98714125,6.0355776e-11,4.2857756e-13
50,0.00023657217,1.72088e-05,0.14312981,0.0002468064,0.025635649,0.00011176008,0.83028024,0.0001981107,4.2861775e-05,0.00010093832
51,0.12647873,0.005201929,0.22411929,0.0011740488,0.00012955214,0.00082037674,0.22508505,0.0120151555,0.00016746197,0.4048084
52,0.19085011,0.15681387,0.000112067995,0.00014200146,0.0010255942,1.0516159e-05,2.4340592e-05,0.0005484283,0.64489055,0.005582465
53,0.0003836669,0.00011223222,0.06331906,0.1968405,0.066119306,0.17284305,0.30804834,0.19206612,0.00013400086,0.00013366704
54,0.0007659905,0.0064156125,0.035894897,0.50417775,0.08285954,0.24356563,0.10820808,0.011739633,0.000154667,0.006218305
55,0.03691975,3.8510552e-07,2.0951846e-07,2.3961494e-10,6.599641e-08,3.6733304e-08,7.9898047e-11,2.0541544e-09,0.96307945,1.0343616e-07
56,0.013149748,2.9812103e-05,3.9058363e-05,5.698686e-07,7.934014e-06,1.0822624e-06,4.336675e-09,3.1637333e-07,0.9860985,0.00067293353
57,0.00034637505,1.0735064e-05,0.0021026868,0.0034007858,0.07994665,0.02915391,0.0004590308,0.88409954,4.8697006e-05,0.0004315824
58,0.00083966786,0.034369234,0.0015666794,0.45873505,0.0034714593,0.37833193,0.0124626905,0.049794756,0.05243966,0.007988869
59,0.00015372898,0.00030971106,0.04734253,0.17206217,0.046819966,0.2731843,0.046274297,0.40793028,0.0026176195,0.0033053823
60,0.0035223572,0.00035905707,0.01088735,0.5314058,0.055020906,0.3376567,0.057949804,0.0022286908,0.00019445691,0.0007749208
61,1.7273712e-17,9.753965e-21,4.162884e-11,3.0907779e-12,0.00034190566,1.0151977e-10,1.1759372e-14,0.9996581,2.2011068e-16,5.5985516e-17
62,0.02238369,0.00047705654,0.04266722,0.3220032,0.020672254,0.38616827,0.034051664,0.1626245,0.0071464535,0.0018056636
63,0.00025879784,4.0639105e-05,2.8835695e-05,0.006672448,0.00040622812,0.0012230441,0.9901204,0.00093635847,4.1157302e-05,0.00027211968
64,0.019035047,0.0006373676,0.003884915,0.9154941,0.036145147,0.008275888,0.00045057808,0.00050472125,0.0018507364,0.013721584
65,0.00010363915,0.0013211987,0.023590006,0.013754556,0.001648813,0.019837966,0.9368448,6.323268e-05,0.0024283628,0.0004073982
66,0.010296001,0.00089602574,0.35714424,0.011116898,0.004361127,0.0015721213,0.56514525,0.047525916,0.00016317873,0.0017792303
67,0.00011757877,0.99584466,1.1326629e-06,1.2441648e-06,1.1788949e-07,2.0214932e-07,2.7752043e-05,6.4560794e-08,0.00020692807,0.0038003155
68,0.57031226,0.20560001,0.18865436,0.0018302968,0.007718775,8.371598e-05,0.019693999,0.00014189244,0.005033453,0.0009312702
69,0.0021406687,0.028064238,0.024761721,0.44124317,0.06580135,0.066440254,0.3115011,0.029850852,0.011841533,0.018355157
70,0.028574381,0.0015041409,0.100532964,0.01959049,0.015373235,0.019392032,0.0014383257,0.79111546,0.0012870133,0.021191895
71,0.07469895,0.019354144,0.64614534,0.14581712,0.0217114,0.01932555,0.0068678637,0.003423576,0.060872342,0.0017837215
72,4.5242643e-05,0.006329926,0.0031891854,0.07963454,0.0013755126,0.43140772,0.463197,4.5798788e-05,6.2591695e-05,0.014712418
73,0.00019142177,9.037762e-05,8.0691353e-07,7.454141e-08,7.2142676e-08,5.455626e-08,5.0958806e-09,5.459493e-10,0.99971396,3.251257e-06
74,0.0009516211,0.0022598717,5.650382e-06,6.761573e-07,4.6035144e-05,7.9022004e-07,2.3455495e-07,1.6940744e-07,0.9967147,2.030299e-05
75,0.13344108,0.01583087,5.683904e-05,0.00041760824,3.117345e-05,5.8409496e-05,0.0001462309,0.0011359815,0.0011550492,0.84772676
76,3.966615e-06,1.0049493e-09,0.9998186,6.701826e-05,4.2125957e-05,2.3800121e-05,1.841639e-05,2.5500878e-05,5.01044e-07,1.30394e-07
77,0.0048031523,0.0076125185,0.012831798,5.0606868e-05,0.00012857762,0.00016620658,1.0112304e-05,0.6219886,1.5930294e-05,0.35239246
78,0.001081454,0.016001582,0.0037191615,0.7047579,0.012542119,0.111819945,0.13985981,0.0010886384,0.007841502,0.0012878563
79,0.0018018337,0.00048098736,0.18986858,0.48632306,0.0043998184,0.22447635,0.011211865,0.07944261,0.0004271453,0.0015675982
