id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
1,1.8539036e-05,2.6982796e-06,0.0013399275,0.9473254,2.6825885e-05,0.050407212,0.00084799336,2.5776291e-05,3.0707743e-06,2.6214973e-06
2,0.00013287333,0.14773437,5.319684e-08,1.3335108e-07,2.6172918e-07,2.6150637e-09,1.0367136e-07,1.7865537e-08,0.8520308,0.000101392594
3,0.00072059873,0.008064657,1.2282096e-06,1.02972845e-05,2.3602895e-06,7.7381577e-07,1.9611932e-06,1.360074e-05,0.9910687,0.00011574043
4,0.8797394,0.007229171,0.002047567,0.00037980534,0.0001922132,5.1525185e-06,4.541476e-05,3.2906955e-05,0.10726765,0.0030606196
5,5.123928e-07,0.000104510094,0.009753284,0.0002130839,0.00014057913,1.2356111e-07,0.9897423,1.1263781e-08,4.4656463e-05,1.0997433e-06
6,7.2943835e-06,6.709623e-06,0.0005389987,0.042947374,0.011685888,0.11708304,0.8264702,0.0011978947,1.919237e-05,4.3390974e-05
7,0.0014275359,0.59535205,0.00016213793,0.25838664,2.3706163e-05,0.061678506,0.00038960855,0.021650985,1.7245375e-06,0.060927078
8,0.00035078998,5.992384e-06,0.08153863,0.016752725,0.003311467,0.007155481,0.8897114,0.0009384659,0.00021337772,2.1751992e-05
9,2.2188917e-06,4.4806924e-07,0.00022335816,0.9909853,0.0021535042,0.002403996,0.0037694173,0.00046044914,4.7750245e-07,8.294082e-07
10,0.00032054822,0.6444416,1.5024738e-06,7.7714176e-05,0.00025336747,1.80595e-05,0.0009840167,3.0111125e-05,0.0012421699,0.35263082
11,0.7377394,0.000162787,0.014708341,0.06007678,0.12100672,0.039882656,0.00064774894,0.02314928,0.0022247871,0.00040165827
12,7.813205e-10,3.2538297e-05,7.0520282e-12,6.3288347e-10,5.010719e-12,7.911345e-12,3.0327463e-11,2.0185623e-10,5.7201923e-09,0.99996746
13,3.9597367e-06,1.412369e-05,0.0054664877,0.087310046,0.061082188,0.6804024,0.0018096142,0.16390137,2.3749594e-06,7.379779e-06
14,1.697171e-07,4.5648085e-06,2.8527752e-06,4.3162163e-05,3.9066736e-06,0.0004085559,8.922233e-08,0.99953604,5.859362e-08,7.3195423e-07
15,3.2911964e-07,0.00012489824,7.4821536e-08,5.2646214e-07,1.17604195e-07,6.459167e-08,9.851622e-09,1.2600922e-06,1.2738951e-05,0.9998599
16,0.018784473,0.001992122,0.0005926604,4.3377535e-05,8.1423066e-05,1.1456912e-07,0.0097507965,2.4167238e-07,0.9680209,0.0007338399
17,9.89606e-07,1.7758282e-09,2.0090624e-06,0.022073897,8.685008e-06,0.97749037,8.489889e-06,0.0004150591,2.2877363e-07,2.170965e-07
18,0.00016725202,0.007880489,0.0018009801,0.008431852,0.00029188665,0.0032372675,0.0002676429,0.97378594,2.3848426e-05,0.0041129105
19,1.4134624e-06,5.531623e-06,1.0155148e-10,1.9096633e-09,5.0357163e-10,3.1905322e-11,1.9344935e-09,6.839925e-10,0.99998367,9.373478e-06
20,5.1107867e-07,5.370948e-07,0.0008510387,0.00015416677,1.8066521e-05,7.002933e-07,0.9989503,5.7093575e-07,2.3874822e-05,2.2526774e-07
21,0.0011319626,0.00011199175,6.5402004e-05,0.00027930745,0.0004462012,0.0007108998,1.2794635e-05,0.9926842,8.646655e-06,0.004548694
22,0.965642,0.00011070811,0.03357837,0.00023156503,3.5003726e-05,4.1567877e-05,0.00023153723,6.9370767e-06,0.000118938864,3.4954473e-06
