id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
1,0.2053008,0.005268907,0.07794665,0.42538735,0.039019685,0.15155871,0.08182625,0.0028724382,0.00046524158,0.0103539955
2,1.1813971e-05,8.839922e-06,0.035258047,0.07707785,0.0003174058,0.0070259203,0.8798396,0.000306198,4.282484e-06,0.0001501332
3,4.1365115e-06,0.0013587738,1.5378512e-10,8.0072976e-10,1.2842784e-10,3.3692935e-10,2.0273063e-09,3.026156e-09,2.8206568e-08,0.998637
4,0.0016721707,0.0020567414,0.07005819,0.37980565,0.11980225,0.3136515,0.07635816,0.027141258,0.008186463,0.0012676569
5,0.9957646,1.4771098e-06,0.0025919154,0.0005418847,0.00088447,8.801391e-06,2.4080305e-06,0.00013909393,1.624512e-05,4.9178783e-05
6,0.0008501991,0.0005635178,0.44099423,0.30963615,0.06700775,0.14418021,0.03513405,0.0015427421,5.2751813e-05,3.8235903e-05
7,1.3359311e-05,0.0030181955,1.114505e-07,1.684523e-08,3.460051e-08,6.100728e-09,2.5369993e-09,6.9778266e-06,1.3954489e-05,0.99694735
8,9.1948525e-05,3.2536045e-05,0.0021907673,0.00096292014,0.0023583379,0.0010486855,0.98729765,0.00017365062,0.0058357096,7.867156e-06
9,2.495659e-08,3.194396e-08,3.8521655e-05,0.67965174,0.0009973787,0.31752482,0.0014436112,0.00034331717,4.043812e-09,5.604076e-07
10,0.35053393,0.16889153,9.9227036e-05,0.0013276824,0.00046733418,6.6325454e-05,1.4300076e-06,0.0035595133,0.0032076216,0.47184545
11,2.294207e-05,5.405449e-07,0.0012259533,0.0061933077,0.00014062301,0.007464352,0.00022667662,0.98472345,5.35371e-07,1.4818312e-06
12,3.6413403e-05,1.0145725e-07,8.281498e-06,1.7652096e-06,3.5649016e-05,3.023687e-05,1.239377e-08,0.99988735,1.2628094e-08,2.54362e-07
13,0.0041307304,0.033471446,2.0106569e-05,0.0002040682,4.1919995e-07,3.931475e-05,1.9039095e-05,1.1044548e-05,0.0016242845,0.9604795
14,2.8004997e-06,3.5989814e-07,0.0010409794,0.013831667,0.00030288016,0.982754,0.00012525088,0.0019376004,3.8791143e-07,4.178311e-06
15,3.009464e-08,7.946187e-06,0.00015957467,0.003155861,0.0001831837,0.00072511187,0.9956469,1.0827879e-05,9.722024e-05,1.336454e-05
16,0.18576205,0.0004527648,0.0029812455,0.00066834514,7.814779e-05,7.19465e-05,0.8078171,0.00016601653,0.0005678295,0.0014344826
17,0.025364868,0.00025252358,0.0011496497,0.009247713,0.94113666,0.0008837236,0.0035772978,0.008294669,0.010050586,4.2288062e-05
18,6.327881e-05,3.2288337e-06,0.0003988426,0.698746,0.0006692325,0.19838078,0.0007036483,0.10099609,9.218342e-06,2.9737965e-05
19,4.3740192e-07,7.695591e-07,0.0005565059,2.6108526e-05,9.216854e-06,6.388892e-07,0.9994049,6.685099e-08,1.1871235e-06,1.5738273e-07
20,0.00016448591,0.0015256068,0.000102263104,0.00049101247,1.0551486e-05,8.617706e-06,0.00022587866,0.00043408838,0.99692625,0.00011127774
21,0.013460405,0.00041896495,0.21453017,0.32506096,0.03166133,0.07269679,0.00048990914,0.30304742,0.0009171616,0.037716903
